Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
10413,NC,State Highway Electric Vehicle (EV) Charging Station Regulations,"The North Carolina Department of Transportation (NCDOT) may install and
operate public EV charging stations at state-owned highway rest stops so
long as NCDOT has developed a mechanism to charge EV charging station
users a fee to recover the costs related to electricity consumed,
processing fees, and operation and maintenance. NCDOT may consult with
other state agencies and industry representatives to develop a cost
recovery mechanism.

(Reference [North Carolina General Statutes 136-18.02](http://www.ncleg.net/gascripts/Statutes/Statutes.asp))",2012-07-16 00:00:00 UTC,,false,70,Laws and Regulations,"",,,,,"",ELEC|PHEV,"",OTHER,STATION|OTHER,http://www.ncleg.net/gascripts/Statutes/Statutes.asp,enacted,2012-07-16
10535,IL,Public Utility Definition,"An entity that owns, controls, operates, or manages a facility that
supplies electricity to the public exclusively to charge all-electric
and plug-in hybrid electric vehicles are not defined as a public
utility. An entity that supplies compressed natural gas to fuel natural
gas vehicles is also not defined as a public utility.

(Reference [220 Illinois Compiled Statutes 5/3-105](http://www.ilga.gov/legislation/ilcs/ilcs.asp) and [20 Illinois Compiled Statutes 627/10](http://www.ilga.gov/legislation/ilcs/ilcs.asp))",2012-08-28 00:00:00 UTC,,false,85,Laws and Regulations,"",,,,,"",ELEC|NG|PHEV,"",UTILITY,STATION|AFP,http://www.ilga.gov/legislation/ilcs/ilcs.asp|http://www.ilga.gov/legislation/ilcs/ilcs.asp,enacted,2012-08-28
10536,MA,Alternative Fuel Offering Requirement,"The Massachusetts Department of Transportation may not enter into,
renew, or renegotiate a contract with a fuel provider for services on
the Massachusetts Turnpike without requiring the provider to offer
alternative fuel. Alternative fuel is defined as an energy source that
is used to power a vehicle and is not gasoline or diesel.

(Reference [Massachusetts General Laws Chapter 6C, Section 75 and Chapter 90, Section 1](http://www.malegislature.gov/Laws/GeneralLaws/))",2012-08-09 00:00:00 UTC,,false,38,Laws and Regulations,"",,,,,"",BIOD|ETH|ELEC|HY|NG|NEVS|PHEV|LPG,"",REQ,STATION|AFP,http://www.malegislature.gov/Laws/GeneralLaws/|https://malegislature.gov/Laws/SessionLaws,enacted,2012-08-09
10552,MN,Public Utility Definition ,"An individual, corporation, or other legal entity that resells
compressed natural gas as a vehicular fuel or electricity to recharge a
battery that powers an electric vehicle is not defined as a public
utility.

(Reference [Minnesota Statutes 216B.02](https://www.revisor.mn.gov/pubs/))",,,false,49,Laws and Regulations,"",,,,,"",ELEC|NG|NEVS|PHEV,"",UTILITY,STATION,https://www.revisor.mn.gov/pubs/,,
10553,HI,Public Utility Definition,"An entity that owns, controls, operates, or manages a plant or facility
primarily used to charge or discharge a vehicle battery that provides
power for vehicle propulsion is not defined as a public utility.

(Reference [Hawaii Revised Statutes 269-1](http://www.capitol.hawaii.gov/))",,,false,28,Laws and Regulations,"",,,,,"",ELEC|PHEV,"",UTILITY,STATION,http://www.capitol.hawaii.gov/,,
10554,WA,Public Utility Definition,"An entity that offers electric vehicle supply equipment to the public
for hire may not have their rates, services, facilities or practices
regulated by the Washington Utilities and Transportation Commission
(Commission). The exemption does not apply if the entity is otherwise
subject to Commission jurisdiction as an electrical company, or if an
entity's battery charging facilities and services are subsidized by any
regulated service. A utility may offer battery charging facilities as a
regulated service, subject to Commission approval.

(Reference [Revised Code of Washington 80.28.320](http://apps.leg.wa.gov/rcw/))",2011-07-22 00:00:00 UTC,,false,60,Laws and Regulations,"",,,,,"",ELEC|PHEV,EXEM,UTILITY,STATION|AFP|FLEET|GOV|OTHER,http://apps.leg.wa.gov/rcw/,enacted,2011-07-22
10692,WA,Electric Vehicle (EV) Charging Signage and Parking Regulations,"A public EV charger is defined as a public parking space that is served
by charging equipment. Public EV chargers must have vertical signage
that identifies the station and indicates that it is only for EV
charging. The signage must be consistent with the U.S. Department of
Transportation Federal Highway Administration's [Manual on Uniform
Traffic Control Devices](https://mutcd.fhwa.dot.gov/).

All public EV chargers must also display all charges and fees associated
with operation. Any person who parks a vehicle in a public EV charging
station parking space and does not connect to the equipment is subject
to a fine of \$124.

By 2023, the Department of Agriculture must adopt rules requiring
electric vehicle service providers (EVSP) to meet interoperability
standards and offer multiple payment methods at public EV chargers.
EVSPs must report inventory and payment information to the National
Renewable Energy Laboratory annually. Charging stations installed before
January 1, 2024, are exempt from the rules until January 1, 2034.

(Reference [Revised Code of Washington 46.08.185 and 19.94](http://apps.leg.wa.gov/rcw/default.aspx))",2013-04-23 00:00:00 UTC,,false,80,Laws and Regulations,"",2021-06-14 17:52:42 UTC,,,,"",ELEC|PHEV,"",REGIS,STATION|IND,http://apps.leg.wa.gov/rcw/default.aspx|https://leg.wa.gov/|https://leg.wa.gov/,enacted,2013-04-23
10712,WV,Alternative Fuels Tax,"Alternative fuels are subject to an excise tax at a rate of \$0.205 per
gasoline gallon equivalent, with a variable component equal to at least
5% of the average wholesale price of the fuel.

(Reference [West Virginia Code 11-14C-2, 11-14C-5, 11-14C-6a, 11-15A-13a, and 11-15-18b](https://code.wvlegislature.gov/))",,,false,35,Laws and Regulations,"",,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",FUEL,STATION|PURCH|FLEET|GOV,https://code.wvlegislature.gov/,,
10741,KY,Alternative Fuel and Conversion Definitions,"Clean transportation fuels include propane, compressed natural gas
(CNG), liquefied natural gas (LNG), electricity, and other
transportation fuels determined to be comparable with respect to
emissions. Propane is defined as a hydrocarbon mixture produced as a
by-product of natural gas processing and petroleum refining and
condensed into liquid form for sale or use as a motor fuel. CNG is
defined as pipeline-quality natural gas that is compressed and provided
for sale or use as a motor vehicle fuel. LNG is defined as
pipeline-quality natural gas treated to remove water, hydrogen sulfide,
carbon dioxide, and other components that will freeze and condense into
liquid form for sale or use as a motor vehicle fuel.

A bi-fuel system is defined as the power system for motor vehicles
powered by gasoline and either CNG or LNG. Bi-fuel systems are
considered clean fuel systems. Conversion is defined as repowering a
motor vehicle or special mobile equipment by replacing its original
gasoline or diesel powered engine with one capable of operating on clean
transportation fuel or retrofitting a motor vehicle or special mobile
equipment with parts that enable its original gasoline or diesel engine
to operate on clean transportation fuel.

(Reference [Kentucky Revised Statutes 186.750](https://legislature.ky.gov/Law/Statutes/Pages/default.aspx))",2013-04-04 00:00:00 UTC,,false,47,Laws and Regulations,"",,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",STD,STATION|AFP|PURCH|MAN|FLEET|GOV|OTHER|IND,https://legislature.ky.gov/Law/Statutes/Pages/default.aspx,enacted,2013-04-04
10856,CO,Electric Vehicle (EV) Charger Policies for Multi-Family Housing,"A tenant may install Level 1 or Level 2 EV charger at their own expense
on or in leased premises. The landlord may seek a fee or reimbursement
for the actual cost of electricity as well as the cost of installation
or upgrades to existing equipment. In addition, the tenant may request
that the EV charger be accessible by other tenants, in which case the EV
charger must comply with all applicable property requirements, and the
landlord may seek a fee to reserve a specific parking space. The
landlord may also require the tenant to comply with safety, system
registration, and aesthetic requirements or provisions.

Common interest communities must also provide residents with an
opportunity to charge EVs and may not create restrictions around EV
chargers. Common interest communities are encouraged to allow use of EV
chargers and to apply for grants from the Electric Vehicle Grant Fund or
otherwise fund the installation of EV chargers on common property as an
amenity for residents and guests.

(Reference [Colorado Revised Statutes 38-12-601 and 38-33.3-106.8](http://www.lexisnexis.com/hottopics/Colorado/))",2013-05-03 00:00:00 UTC,,false,55,Laws and Regulations,"",,,,,"",ELEC|PHEV,"",OTHER,MUD|IND,http://www.lexisnexis.com/hottopics/Colorado/,enacted,2013-05-03
11020,IL,Highway Electric Vehicle (EV) Charging Station Installation Authorization,"The Illinois Department of Transportation (IDOT) may install EV charging
stations at each interstate highway rest area where electrical service
will reasonably permit, if these installations and charging EV charging
station user fees are allowed by federal regulations. IDOT may adopt
specifications detailing the type of EV charging station and rules
governing station siting, user fees, and maintenance.

(Reference [605 Illinois Compiled Statutes 5/4-223](http://www.ilga.gov/legislation/ilcs/ilcs.asp))",2013-06-01 00:00:00 UTC,,false,77,Laws and Regulations,"",,,,,"",ELEC|PHEV,"",OTHER,STATION|OTHER,http://www.ilga.gov/legislation/ilcs/ilcs.asp,enacted,2013-06-01
11064,OR,State Agency Electric Vehicle (EV) Charging Station Installation,"State agencies may install publicly accessible EV chargers on their
premises or contract with a vendor to do so. The Oregon Department of
Administrative Services (DAS) will establish criteria to determine the
appropriate number of locations for EV chargers at each agency. A state
agency may establish and adjust a uniform price for charging, provided
that the price recovers, to the extent practicable, the cost of
operating the EV charger and does not exceed 110% of the average market
price for the use of public EV chargers. DAS reported to the Legislative
Assembly on the number, cost, and utilization of EV chargers installed
by state agencies in [February
2019](https://www.oregonlegislature.gov/citizen_engagement/Reports/2018-DAS-Fleet%20and%20Parking%20Services.pdf),
[February
2021](https://www.oregonlegislature.gov/citizen_engagement/Reports/DAS%20Fleet%20ORS%20283%20343%20Biennial%20Report%202020%20Final.pdf),
and [February
2023](https://olis.oregonlegislature.gov/liz/2023R1/Downloads/CommitteeMeetingDocument/262613).

DAS must add electric vehicle (EV) charging capacity for employee and
public visitor parking lots, develop contracts to procure and install
charging infrastructure, and incorporate EV charging as a tenant
improvement for state-leased buildings.

(Reference [Oregon Revised Statutes 276.255](https://www.oregonlegislature.gov) and [Executive Order 17-21, 2017](http://www.oregon.gov/gov/admin/pages/executive-orders.aspx))",2013-06-26 00:00:00 UTC,2018-03-18 00:00:00 UTC,false,52,Laws and Regulations,"",2018-04-11 15:28:09 UTC,,,,"",ELEC|PHEV,"",REQ,STATION,https://www.oregonlegislature.gov|https://www.oregonlegislature.gov|https://www.oregonlegislature.gov|http://www.oregon.gov/gov/admin/pages/executive-orders.aspx,amended,2018-03-18
11065,OR,Electric Vehicle (EV) Charging Station Policies for Associations,"The owner of a lot in a planned community or unit in a condominium may
apply to install EV charging stations for their personal use in a
parking space subject to the exclusive use of the owner. The homeowners
association (HOA) must approve a complete application within 60 days.
The owner is responsible for all costs associated with the EV charging
station installation and use, must disclose the existence of the EV
charging station and related responsibilities to a prospective buyer,
and must ensure that the infrastructure meets insurance and safety
requirements. EV charging stations installed under these regulations are
considered to be the personal property of the lot or unit owner with
which the EV charging station is associated, unless the owner and HOA
have negotiated a different outcome. Additional requirements and
restrictions apply.

(Reference [Oregon Revised Statutes 94.762 and 100.627](http://www.leg.state.or.us/ors/home.htm))",2013-06-18 00:00:00 UTC,2015-06-04 00:00:00 UTC,false,62,Laws and Regulations,"",2015-10-12 20:24:21 UTC,,,,"",ELEC|PHEV,"",RTC,MUD|IND,http://www.leg.state.or.us/ors/home.htm,amended,2015-06-04
11067,CA,Electric Vehicle (EV) Charging Station Open Access Requirements,"EV charging station service providers may not charge a subscription fee
or require membership for use of their public charging stations. In
addition, providers must disclose the actual charges for using public EV
charging stations at the point of sale; allow contactless payment and
pay-by-phone payment methods; install the Open Charge Point
interoperability billing standard on each EV charging station; and
disclose the EV charging station geographic location, schedule of fees,
accepted methods of payment, and network roaming charges to the National
Renewable Energy Laboratory. Beginning July 10, 2024, direct current
fast charging (DCFC) stations must also include Plug-and-Charge payment
capabilities. Additional terms and conditions apply. For more
information, see the California Air Resources Board [EV Charging Station
Standards](https://ww2.arb.ca.gov/our-work/programs/electric-vehicle-supply-equipment-evse-standards)
website.

(Reference [California Health and Safety Code 44268 and 44268.2](http://www.oal.ca.gov/) and [Senate Bill 123, 2023](https://leginfo.legislature.ca.gov/faces/home.xhtml))",2013-09-28 00:00:00 UTC,2023-07-10 00:00:00 UTC,false,175,Laws and Regulations,"",2023-11-13 04:40:31 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION|FLEET,http://www.oal.ca.gov/|https://leginfo.legislature.ca.gov/faces/home.xhtml,amended,2023-07-10
11068,CA,Mandatory Electric Vehicle (EV) Charging Station Building Standards,"The California Building Standards Commission (CBSC) published mandatory
building standards requiring pre-wiring for EV charging station
installation in parking spaces at one- and two-family dwellings with
attached private garages, multi-family dwellings, commercial facilities,
and public buildings in the California Green Building Standards Code
within the California Building Standards Code.

New one- and two-unit single family dwellings or townhouses with
attached private garages must have electrical conduit installed that is
capable of supporting a Level 2 EV charging station. For new multifamily
dwellings and hotels, 10% of parking spaces must be EV-capable and 25%
of parking spaces must be EV-ready. New multifamily dwellings and hotels
with more than 20 units must install Level 2 EV charging stations at 5%
of all parking spaces.

For public parking facilities, minimum EV charging station prewiring
installation requirements are based on the number of parking spaces, per
parking facility, as follows:

  Total Actual Parking Spaces   Required EV-Capable Parking Spaces
  ----------------------------- ------------------------------------
  0 to 9                        2
  10 to 25                      5
  26 to 50                      11
  51 to 75                      19
  76 to 100                     26
  101 to 151                    38
  151 to 200                    53
  201 and over                  30% of total parking spaces

Public facilities must also install handicap-accessible EV charging
stations when installing new or additional EV charging stations. Minimum
accessible EV charging station installation requirements, per parking
facility, are as follows:

  Total EV Charging Stations   Van Accessible EV Charging Stations                     Standard Accessible EV Charging Stations               Ambulatory Accessible EV Charging Stations
  ---------------------------- ------------------------------------------------------- ------------------------------------------------------ ------------------------------------------------------
  1 to 4                       1                                                       0                                                      0
  5 to 25                      1                                                       1                                                      0
  26 to 50                     1                                                       1                                                      1
  51 to 75                     1                                                       2                                                      2
  76 to 100                    1                                                       3                                                      3
  101 and over                 1, plus 1 for each 300, or fraction thereof, over 100   3, plus 1 for each 60, or fraction thereof, over 100   3, plus 1 for each 50, or fraction thereof, over 100

In cases in which EV charging stations can simultaneously charge more
than one vehicle, the number of EV charging stations provided shall be
considered equivalent to the number of EVs that can be simultaneously
charged.

Beginning January 1, 2023, CBSC must convene a workshop to evaluate
demand for EV charging infrastructure, electric load forecasts, and
statewide transportation electrification goals and use the workshop's
findings to recommend updates to EV charging station building standards.
The workshop must convene and propose recommendations on a triennial
basis. CBSC must also publish guidance and best practices for installing
EV charging stations.

Additional requirements may apply. For more information, including
exemptions and additional regulations, see the
[CBSC](http://www.bsc.ca.gov/Codes.aspx) website.

(Reference [California Health and Safety Code 18941.10 and 18941.11](http://www.oal.ca.gov/), [California Building Code Chapter 2](http://www.oal.ca.gov/), and [California Green Building Standards Title 24, Part 11](http://www.oal.ca.gov/))",2013-09-28 00:00:00 UTC,2022-09-16 00:00:00 UTC,false,173,Laws and Regulations,"",2023-11-13 04:36:51 UTC,,,,"",ELEC|PHEV,"",BUILD|OTHER,STATION|IND,http://www.oal.ca.gov/|http://www.oal.ca.gov/|http://www.oal.ca.gov/|https://leginfo.legislature.ca.gov/faces/home.xhtml,amended,2022-09-16
11081,CT,Zero Emission Vehicle (ZEV) Deployment Support,"Connecticut joined California, Maine, Maryland, Massachusetts, New
Jersey, New York, Oregon, Rhode Island, and Vermont in signing a
[memorandum of
understanding](https://www.nescaum.org/documents/zev-mou-10-governors-signed-20191120.pdf/)
(MOU) to support the deployment of ZEVs through involvement in a ZEV
Program Implementation Task Force (Task Force). In May 2014, the Task
Force published a [ZEV Action
Plan](https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf)
(Plan) identifying 11 priority actions to accomplish the goals of the
MOU, including deploying at least 3.3 million ZEVs and adequate fueling
infrastructure within the signatory states by 2025. The Plan also
includes a research agenda to inform future actions. On an annual basis,
each state must report on the number of registered ZEVs, the number of
public electric vehicle (EV) chargers and hydrogen fueling stations, and
available information regarding workplace fueling for ZEVs.

In June 2018, the Task Force published a new [ZEV Action
Plan](https://www.nescaum.org/documents/2018-zev-action-plan.pdf) for
2018-2021. Building on the 2014 Action Plan, the 2018 Action Plan makes
recommendations for states and other key partners in five priority
areas:

-   Raising consumer awareness and interest in electric vehicle
    technology;
-   Building out a reliable and convenient residential, workplace and
    public charging/fueling infrastructure network;
-   Continuing and improving access to consumer purchase and
    non-financial incentives;
-   Expanding public and private sector fleet adoption; and
-   Supporting dealership efforts to increase ZEV sales.

For more information, see the [Multi-State ZEV Task
Force](https://www.nescaum.org/initiatives/mhd-zev-initiative) website.
",2013-10-24 00:00:00 UTC,2014-05-31 00:00:00 UTC,false,63,Laws and Regulations,"",2018-06-25 19:44:46 UTC,,,,"",ELEC|HY|PHEV,"",AIRQEMISSIONS,OTHER,"",amended,2014-05-31
11082,MD,Zero Emission Vehicle (ZEV) Deployment Support,"Maryland joined California, Connecticut, Maine, Massachusetts, New
Jersey, New York, Oregon, Rhode Island, and Vermont in signing a
[memorandum of
understanding](https://www.nescaum.org/documents/zev-mou-10-governors-signed-20191120.pdf/)
(MOU) to support the deployment of ZEVs through involvement in a ZEV
Program Implementation Task Force (Task Force). In May 2014, the Task
Force published a [ZEV Action
Plan](https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf)
(Plan) identifying 11 priority actions to accomplish the goals of the
MOU, including deploying at least 3.3 million ZEVs and adequate fueling
infrastructure within the signatory states by 2025. The Plan also
includes a research agenda to inform future actions. On an annual basis,
each state must report on the number of registered ZEVs, the number of
public electric vehicle (EV) chargers and hydrogen fueling stations, and
available information regarding workplace fueling for ZEVs.

In June 2018, the Task Force published a new [ZEV Action
Plan](https://www.nescaum.org/documents/2018-zev-action-plan.pdf) for
2018-2021. Building on the 2014 Action Plan, the 2018 Action Plan makes
recommendations for states and other key partners in five priority
areas:

-   Raising consumer awareness and interest in EV technology;
-   Building out a reliable and convenient residential, workplace and
    public charging/fueling infrastructure network;
-   Continuing and improving access to consumer purchase and
    non-financial incentives;
-   Expanding public and private sector fleet adoption; and
-   Supporting dealership efforts to increase ZEV sales.

For more information, see the [Multi-State ZEV Task
Force](https://www.nescaum.org/our-work/clean-transportation/adoption-of-electric-cars)
website.
",2013-10-24 00:00:00 UTC,2014-05-31 00:00:00 UTC,false,57,Laws and Regulations,"",2018-06-25 19:44:07 UTC,,,,"",ELEC|HY|PHEV,"",AIRQEMISSIONS,OTHER,"",amended,2014-05-31
11083,MA,Zero Emission Vehicle (ZEV) Deployment Support,"Massachusetts joined California, Connecticut, Maine, Maryland, New
Jersey, New York, Oregon, Rhode Island, and Vermont in signing a
[memorandum of
understanding](https://www.nescaum.org/documents/zev-mou-10-governors-signed-20191120.pdf/)
(MOU) to support the deployment of ZEVs through involvement in a ZEV
Program Implementation Task Force (Task Force). In May 2014, the Task
Force published a [ZEV Action
Plan](https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf)
(Plan) identifying 11 priority actions to accomplish the goals of the
MOU, including deploying at least 3.3 million ZEVs and adequate fueling
infrastructure within the signatory states by 2025. The Plan also
includes a research agenda to inform future actions. On an annual basis,
each state must report on the number of registered ZEVs, the number of
public electric vehicle supply (EV) charging stations and hydrogen
fueling stations, and available information regarding workplace fueling
for ZEVs.

In June 2018, the Task Force published a new [ZEV Action
Plan](https://www.nescaum.org/documents/2018-zev-action-plan.pdf) for
2018-2021. Building on the 2014 Action Plan, the 2018 Action Plan makes
recommendations for states and other key partners in five priority
areas:

-   Raising consumer awareness and interest in electric vehicle
    technology;
-   Building out a reliable and convenient residential, workplace and
    public charging/fueling infrastructure network;
-   Continuing and improving access to consumer purchase and
    non-financial incentives;
-   Expanding public and private sector fleet adoption; and
-   Supporting dealership efforts to increase ZEV sales.

For more information, see the [Multi-State ZEV Task
Force](https://www.nescaum.org/our-work/clean-transportation/adoption-of-electric-cars)
website.
",2013-10-24 00:00:00 UTC,2014-05-31 00:00:00 UTC,false,34,Laws and Regulations,"",2018-06-25 19:42:53 UTC,,,,"",ELEC|HY|PHEV,"",AIRQEMISSIONS,OTHER,"",amended,2014-05-31
11084,NY,Zero Emission Vehicle (ZEV) Deployment Support,"New York joined California, Connecticut, Maine, Maryland, Massachusetts,
New Jersey, Oregon, Rhode Island, and Vermont in signing a [memorandum
of
understanding](https://www.nescaum.org/documents/zev-mou-10-governors-signed-20191120.pdf/)
(MOU) to support the deployment of ZEVs through involvement in a ZEV
Program Implementation Task Force (Task Force). In May 2014, the Task
Force published a [ZEV Action
Plan](https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf)
(Plan) identifying 11 priority actions to accomplish the goals of the
MOU, including deploying at least 3.3 million ZEVs and adequate fueling
infrastructure within the signatory states by 2025. The Plan also
includes a research agenda to inform future actions. On an annual basis,
each state must report on the number of registered ZEVs, the number of
public electric vehicle (EV) charging stations and hydrogen fueling
stations, and available information regarding workplace fueling for
ZEVs.

In June 2018, the Task Force published a new [ZEV Action
Plan](https://www.nescaum.org/documents/2018-zev-action-plan.pdf) for
2018-2021. Building on the 2014 Action Plan, the 2018 Action Plan makes
recommendations for states and other key partners in five priority
areas:

-   Raising consumer awareness and interest in electric vehicle
    technology;
-   Building out a reliable and convenient residential, workplace and
    public charging/fueling infrastructure network;
-   Continuing and improving access to consumer purchase and
    non-financial incentives;
-   Expanding public and private sector fleet adoption; and
-   Supporting dealership efforts to increase ZEV sales.

For more information, see the [Multi-State ZEV Task
Force](https://www-f.nescaum.org/documents/multi-state-medium-and-heavy-duty-zero-emission-vehicle-action-plan/)
website.
",2013-10-24 00:00:00 UTC,2014-05-31 00:00:00 UTC,false,36,Laws and Regulations,"",2018-06-25 19:43:40 UTC,,,,"",ELEC|HY|PHEV,"",AIRQEMISSIONS,OTHER,"",amended,2014-05-31
11085,OR,Zero Emission Vehicle (ZEV) Deployment Support,"Oregon joined California, Connecticut, Maine, Maryland, Massachusetts,
New Jersey, New York, Rhode Island, and Vermont in signing a [memorandum
of
understanding](https://www.nescaum.org/documents/zev-mou-10-governors-signed-20191120.pdf/)
(MOU) to support the deployment of ZEVs through involvement in a ZEV
Program Implementation Task Force (Task Force). In May 2014, the Task
Force published a [ZEV Action
Plan](https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf)
(Plan) identifying 11 priority actions to accomplish the goals of the
MOU, including deploying at least 3.3 million ZEVs and adequate fueling
infrastructure within the signatory states by 2025. The Plan also
includes a research agenda to inform future actions. On an annual basis,
each state must report on the number of registered ZEVs, the number of
public electric vehicle (EV) charger and hydrogen fueling stations, and
available information regarding workplace fueling for ZEVs.

In June 2018, the Task Force published a new [ZEV Action
Plan](https://www.nescaum.org/documents/2018-zev-action-plan.pdf) for
2018-2021. Building on the 2014 Action Plan, the 2018 Action Plan makes
recommendations for states and other key partners in five priority
areas:

-   Raising consumer awareness and interest in electric vehicle
    technology;
-   Building out a reliable and convenient residential, workplace and
    public charging/fueling infrastructure network;
-   Continuing and improving access to consumer purchase and
    non-financial incentives;
-   Expanding public and private sector fleet adoption; and
-   Supporting dealership efforts to increase ZEV sales.

For more information, see the [Multi-State ZEV Task
Force](https://www-f.nescaum.org/documents/multi-state-medium-and-heavy-duty-zero-emission-vehicle-action-plan/)
website.
",2013-10-24 00:00:00 UTC,2014-05-31 00:00:00 UTC,false,65,Laws and Regulations,"",2018-06-25 19:44:25 UTC,,,,"",ELEC|HY|PHEV,"",AIRQEMISSIONS,OTHER,"",amended,2014-05-31
11086,RI,Zero Emission Vehicle (ZEV) Deployment Support,"Rhode Island joined California, Connecticut, Maine, Maryland,
Massachusetts, New Jersey, New York, Oregon, and Vermont in signing a
[memorandum of
understanding](https://www.nescaum.org/documents/zev-mou-10-governors-signed-20191120.pdf/)
(MOU) to support the deployment of ZEVs through involvement in a ZEV
Program Implementation Task Force (Task Force). In May 2014, the Task
Force published a [ZEV Action
Plan](https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf)
(Plan) identifying 11 priority actions to accomplish the goals of the
MOU, including deploying at least 3.3 million ZEVs and adequate fueling
infrastructure within the signatory states by 2025. The Plan also
includes a research agenda to inform future actions. On an annual basis,
each state must report on the number of registered ZEVs, the number of
public electric vehicle supply equipment (EVSE) and hydrogen fueling
stations, and available information regarding workplace fueling for
ZEVs.

In June 2018, the Task Force published a new [ZEV Action
Plan](https://www.nescaum.org/documents/2018-zev-action-plan.pdf) for
2018-2021. Building on the 2014 Action Plan, the 2018 Action Plan makes
recommendations for states and other key partners in five priority
areas:

-   Raising consumer awareness and interest in electric vehicle
    technology;
-   Building out a reliable and convenient residential, workplace and
    public charging/fueling infrastructure network;
-   Continuing and improving access to consumer purchase and
    non-financial incentives;
-   Expanding public and private sector fleet adoption; and
-   Supporting dealership efforts to increase ZEV sales.

For more information, see the [Multi State ZEV Task
Force](https://www.nescaum.org/our-work/clean-transportation/adoption-of-electric-cars)
website.
",2013-10-24 00:00:00 UTC,2014-05-31 00:00:00 UTC,false,33,Laws and Regulations,"",2018-06-25 19:43:14 UTC,,,,"",ELEC|HY|PHEV,"",AIRQEMISSIONS,OTHER,"",amended,2014-05-31
11087,VT,Zero Emission Vehicle (ZEV) Deployment Support,"Vermont joined California, Connecticut, Maine, Maryland, Massachusetts,
New Jersey, New York, Oregon, and Rhode Island in signing a [memorandum
of
understanding](https://www.nescaum.org/documents/zev-mou-10-governors-signed-20191120.pdf/)
(MOU) to support the deployment of ZEVs through involvement in a ZEV
Program Implementation Task Force (Task Force). In May 2014, the Task
Force published a [ZEV Action
Plan](https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf)
(Plan) identifying 11 priority actions to accomplish the goals of the
MOU, including deploying at least 3.3 million ZEVs and adequate fueling
infrastructure within the signatory states by 2025. The Plan also
includes a research agenda to inform future actions. On an annual basis,
each state must report on the number of registered ZEVs, the number of
public electric vehicle (EV) chargers and hydrogen fueling stations, and
available information regarding workplace fueling for ZEVs.

In June 2018, the Task Force published a new [ZEV Action
Plan](https://www.nescaum.org/documents/2018-zev-action-plan.pdf) for
2018-2021. Building on the 2014 Action Plan, the 2018 Action Plan makes
recommendations for states and other key partners in five priority
areas:

-   Raising consumer awareness and interest in EV technology;
-   Building out a reliable and convenient residential, workplace and
    public charging/fueling infrastructure network;
-   Continuing and improving access to consumer purchase and
    non-financial incentives;
-   Expanding public and private sector fleet adoption; and
-   Supporting dealership efforts to increase ZEV sales.

For more information, see the [ZEVs](https://www.nescaum.org/) website.
",2013-10-24 00:00:00 UTC,2014-05-31 00:00:00 UTC,false,70,Laws and Regulations,"",2018-06-25 19:42:21 UTC,,,,"",ELEC|HY|PHEV,"",AIRQEMISSIONS,OTHER,"",amended,2014-05-31
11101,NH,State Energy Strategy Development,"The New Hampshire Office of Energy Planning (Office), in consultation
with the New Hampshire Energy Advisory Council, prepared a 10-year
energy strategy for the state that addresses the impact of
transportation policies and programs on electricity energy needs in the
state in 2018. Strategy recommendations include enabling and encouraging
adoption of electric vehicles and reducing unnecessary idling. The
Office will review and update the strategy triennially. For more
information, including the strategy, visit the [Strategy
Revision](https://www.nh.gov/osi/energy/programs/energy-strategy-revision.htm)
website.

(Reference [New Hampshire Revised Statutes 12-P:7-A](http://www.gencourt.state.nh.us/rsa/html/indexes/default.html))",2013-06-26 00:00:00 UTC,,false,70,Laws and Regulations,"",2014-09-08 13:54:38 UTC,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HY|IR|NG|NEVS|PHEV|LPG,"",CCEINIT,OTHER,http://www.gencourt.state.nh.us/rsa/html/indexes/default.html,enacted,2013-06-26
